hour,3crvBalance,lusdBalance,3crvPerLusd
2021-12-15T05:00:00+00:00,47940795.099044866948263347000000000000000000,49753736.640049682057454691000000000000000000,96.356170082016567952959401580842843453
2021-12-15T06:00:00+00:00,49327433.920121899333263347000000000000000000,48340399.264176404119454691000000000000000000,102.041842167151806088386380929890346519
2021-12-15T07:00:00+00:00,50687074.811875667454263347000000000000000000,46528809.623258273397454691000000000000000000,108.936968777595396347879818189502579470
2021-12-15T09:00:00+00:00,50893939.985765869127263347000000000000000000,46318543.581554581248454691000000000000000000,109.878109392958863501648719157048923461
2021-12-15T10:00:00+00:00,51760904.422574248802263347000000000000000000,45435949.624528924044454691000000000000000000,113.920595586343269559174797740875960812
2021-12-15T11:00:00+00:00,51732489.415442868011263347000000000000000000,45435949.624528924044454691000000000000000000,113.858056985596074555850258962479135626
2021-12-15T12:00:00+00:00,51728015.492026607694708447000000000000000000,45440507.046308491322427491000000000000000000,113.836792004346489240636820198068506522
2021-12-15T14:00:00+00:00,51459686.708560538895708447000000000000000000,45713881.981639016903427491000000000000000000,112.569058845690078918120239947707763588
2021-12-15T18:00:00+00:00,51878856.900482916043708447000000000000000000,45287136.702942322679427491000000000000000000,114.555391834062069923859440377444077559
2021-12-15T19:00:00+00:00,56793481.704732869717708447000000000000000000,40291533.603810846471427491000000000000000000,140.956366325458604547488109546835014528
2021-12-15T20:00:00+00:00,60209364.467488196080708447000000000000000000,39313869.271131526061427491000000000000000000,153.150441774756552520926010938717366228
2021-12-15T22:00:00+00:00,60209866.337548214912340347000000000000000000,39313869.271131526061427491000000000000000000,153.151718347297804161713447251205714009
2021-12-15T23:00:00+00:00,60185763.279931449796921447000000000000000000,39338368.215743966281200391000000000000000000,152.995068198695536760518905467608836478
